TimeStamp(s),FrameCounter,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,EulerX,EulerY,EulerZ
0.01,1,-0.038,-1.051,-0.077,-10.8289062,9.9121734,4.297185,91.8165195,-3.12835068,153.73609056
0.02,2,-0.04,-1.0490000000000002,-0.098,-10.4851314,9.3965112,3.7815227999999994,91.70192790000002,-3.16845774,153.82776384
0.03,3,-0.044,-1.037,-0.112,-10.4278356,9.5111028,3.7815227999999994,91.59306588,-3.214294380000001,153.91943712
0.04,4,-0.039,-1.026,-0.125,-10.886202,10.7716104,3.7815227999999994,91.4727447,-3.26013102,154.02256956000005
0.05,5,-0.018000000000000002,-0.997,-0.121,-12.4331886,11.0580894,4.583664,91.3008573,-3.30023808,154.13143158
0.060000000000000005,6,-0.012,-0.983,-0.065,-17.3606274,11.745639,6.130650599999999,91.11751074,-3.3689930400000003,154.24029360000003
0.06999999999999999,7,-0.015,-1.062,-0.048,-21.3713334,10.3705398,6.875496000000001,90.88832754,-3.44347758,154.34342604
0.08,8,0.02,-1.014,-0.017,-28.934379,10.4278356,9.8548776,90.59038938,-3.54661002,154.4408289
0.09,9,0.034,-1.004,-0.026,-33.6899304,11.5737516,12.7769634,90.240885,-3.68411994,154.54969092000005
0.09999999999999999,10,0.052000000000000005,-1.001,-0.064,-36.7266078,12.0894138,15.183387000000002,89.84554397999999,-3.82735944,154.6700121
0.11,11,0.053,-0.959,-0.102,-42.685371,13.6936962,16.329303,89.40436632,-3.99351726,154.80179244
0.12,12,0.052000000000000005,-0.898,-0.102,-49.274388,16.157415599999997,15.870936600000002,88.88870412,-4.15967508,154.95649110000005
0.13,13,0.049,-0.836,-0.054000000000000006,-52.2537696,17.761698000000006,15.126091199999998,88.34439402000002,-4.31437374,155.13410808
0.14,14,0.047,-0.8170000000000001,-0.061,-55.748813399999996,16.501190400000002,14.381245800000002,87.75997686000002,-4.45761324,155.29453632
0.15000000000000002,15,0.047,-0.815,-0.108,-57.58227899999999,16.2147114,14.037471,87.15264138,-4.59512316,155.45496456
0.16,16,0.045,-0.8170000000000001,-0.127,-59.24385720000001,15.0114996,12.834259199999998,86.53957632,-4.72117392,155.60966322
0.17,17,0.053,-0.828,-0.149,-60.16059,12.2040054,11.745639,85.9150521,-4.83576552,155.72998439999995
0.18000000000000002,18,0.053,-0.846,-0.17,-58.49901179999999,10.1986524,11.172681,85.3134462,-4.95035712,155.83311684
0.19,19,0.08800000000000001,-0.8490000000000001,-0.157,-57.00932099999999,10.313244,9.1100322,84.72329946,-5.03630082,155.93624928000003
0.2,20,0.102,-0.856,-0.147,-56.5509546,10.1986524,6.703608600000001,84.13315272,-5.08213746,156.04511129999997
0.21000000000000002,21,0.134,-0.877,-0.188,-55.92070079999999,10.255948199999999,4.297185,83.55446514,-5.1222445200000015,156.14824374
0.22,22,0.151,-0.8959999999999999,-0.243,-54.14453099999999,8.078707799999998,1.8907613999999997,82.99869588,-5.13943326,156.22272827999996
0.23,23,0.16,-0.8859999999999999,-0.252,-51.68081160000001,4.9274388,-0.2291832000000001,82.46584494,-5.13943326,156.26856492
0.24000000000000002,24,0.155,-0.862,-0.254,-48.5868384,0.6875496,-2.1199446,81.97310106,-5.1222445200000015,156.26283533999995
0.25,25,0.15,-0.8270000000000001,-0.265,-45.83664,-4.297185,-3.4950437999999995,81.49181634,-5.06494872,156.22272827999996
0.26,26,0.146,-0.794,-0.27,-43.544808,-9.224623800000002,-4.8128472,81.06209784,-5.03630082,156.11959584000004
0.27,27,0.145,-0.769,-0.279,-41.3675676,-14.9542038,-5.6149884000000005,80.65529766,-5.001923339999999,155.9591676
0.28,28,0.142,-0.7390000000000001,-0.306,-38.90384820000001,-21.1421502,-5.958763200000001,80.28287496,-4.97900502,155.74144356
0.29000000000000004,29,0.136,-0.6940000000000001,-0.268,-34.091001,-25.84040580000001,-6.5317212,79.96201848,-4.95035712,155.4721533
0.3,30,0.14400000000000002,-0.6629999999999999,-0.278,-28.6479,-30.5959572,-7.6776372,79.68699864,-4.90452048,155.16275598
0.31,31,0.155,-0.6509999999999999,-0.28300000000000003,-26.2414764,-33.74722620000001,-9.6256944,79.45208586,-4.86441342,154.81325159999997
0.32,32,0.158,-0.632,-0.257,-25.7258142,-37.3568616,-12.1467096,79.22863224,-4.80711762,154.42364016000005
0.33,33,0.145,-0.623,-0.248,-23.6058696,-39.9351726,-15.2979786,79.02809694,-4.72117392,153.99965124
0.34,34,0.115,-0.608,-0.236,-21.1421502,-39.9924684,-19.0222056,78.85620954,-4.60658232,153.56993274
0.35000000000000003,35,0.095,-0.608,-0.231,-17.0741484,-38.61736920000001,-22.4026578,78.71297003999999,-4.4404245000000016,153.15167340000005
0.36000000000000004,36,0.079,-0.618,-0.252,-16.501190400000002,-37.41415739999999,-24.4653066,78.58118970000002,-4.2685371,152.73914364
0.37,37,0.062,-0.613,-0.254,-17.475219,-36.955791,-25.210152,78.4379502,-4.08519054,152.32661388
0.38,38,0.041,-0.5820000000000001,-0.235,-19.308684600000007,-37.41415739999999,-25.210152,78.27179238,-3.90757356,151.90835454
0.39,39,0.033,-0.545,-0.245,-17.9908812,-37.52874900000001,-25.0382646,78.12282330000002,-3.7299565800000014,151.49009519999996
0.4,40,0.015,-0.519,-0.231,-16.157415599999997,-37.757932200000006,-24.8090814,77.9795838,-3.5580691799999995,151.07183586000005
0.41000000000000003,41,0.001,-0.5,-0.211,-16.959556799999998,-35.2942128,-25.210152,77.83634430000002,-3.37472262,150.67076526
0.42000000000000004,42,0.006,-0.467,-0.209,-18.8503182,-31.741873200000004,-25.8977016,77.67018648,-3.18564648,150.30980172000002
0.43,43,0.01,-0.436,-0.18600000000000005,-18.5065434,-28.7051958,-27.1009134,77.50402865999997,-2.9736520200000003,149.97175650000003
0.44,44,0.009000000000000001,-0.411,-0.175,-14.8396122,-25.9549974,-29.220858000000003,77.37224832,-2.74446882,149.65090002
0.45,45,-0.003,-0.415,-0.165,-9.3392154,-24.5798982,-31.4553942,77.28630462,-2.48663772,149.34723228
0.46,46,0.002,-0.418,-0.218,-6.1879464,-19.9962342,-33.9191136,77.23473840000003,-2.19442914,149.07794202
0.47000000000000003,47,0.037000000000000005,-0.428,-0.241,-2.6356068,-18.048177,-35.236917,77.21754966,-1.88503182,148.8258405
0.48000000000000004,48,0.077,-0.464,-0.264,-0.1718874,-16.2147114,-35.7525792,77.22900881999998,-1.56990492,148.59092772000002
0.49,49,0.119,-0.495,-0.239,1.432395,-13.8655836,-35.9244666,77.24619756,-1.24904844,148.37893326
0.5,50,0.129,-0.514,-0.196,3.4377480000000005,-11.516455800000001,-35.695283399999994,77.28057504,-0.91100322,148.18985712
0.51,51,0.116,-0.526,-0.26,6.3025379999999975,-9.5111028,-35.52339600000001,77.34360042,-0.5844171599999999,148.0236993
0.52,52,0.083,-0.5379999999999999,-0.28800000000000003,11.0007936,-8.59437,-35.5806918,77.45819202,-0.25783110000000004,147.86327106
0.53,53,0.033,-0.581,-0.258,15.870936600000002,-9.568398599999998,-35.46610020000001,77.62434984000002,0.06302537999999999,147.69711324
0.54,54,-0.006,-0.635,-0.235,21.7151082,-7.333862400000001,-34.3201842,77.84207388,0.38961144,147.55960332
0.55,55,-0.01,-0.687,-0.228,26.814434400000003,-3.7815227999999994,-32.31483119999999,78.09990497999998,0.69900876,147.45647088
0.56,56,0.01,-0.757,-0.249,31.054323600000004,1.8334656000000005,-29.220858000000003,78.41503188,0.98548776,147.41636382
0.5700000000000001,57,0.066,-0.846,-0.312,31.6845774,9.3965112,-24.5226024,78.73588836,1.24331886,147.46793004
0.5800000000000001,58,0.134,-0.966,-0.413,31.741873200000004,15.183387000000002,-17.761698000000006,79.06247442,1.44958374,147.58252164
0.59,59,0.153,-1.218,-0.438,29.0489706,17.5325148,-9.224623800000002,79.354683,1.56990492,147.74294988000003
0.6,60,0.152,-1.668,-0.512,23.835052800000003,20.9702628,0.4010706,79.60105494000003,1.59855282,147.94921476
0.61,61,0.135,-2.336,-0.526,19.7097552,25.6112226,7.3911582,79.80731982,1.56990492,148.21277544
0.62,62,0.009000000000000001,-2.842,-0.314,37.7006364,13.349921400000001,7.6203414,80.19120168,1.51260912,148.36174451999997
0.63,63,-0.187,-2.9610000000000003,-0.342,58.8427866,13.178034,-0.057295800000000015,80.78707800000002,1.5412570200000002,148.49925444000004
0.64,64,-0.222,-2.763,-0.4320000000000001,63.1399716,22.4026578,-4.3544808,81.43452054,1.6157415599999996,148.71697848
0.65,65,-0.135,-2.57,-0.389,74.771019,33.4607472,-0.6302538000000001,82.19655467999998,1.6673077799999998,149.0550237
0.66,66,-0.049,-2.451,-0.312,81.8756982,38.961144,2.9793816000000004,83.03307336,1.6844965200000002,149.45036471999995
0.67,67,0.018000000000000002,-2.2,-0.208,70.93220040000001,41.4821592,1.8334656000000005,83.76073002,1.7074148399999998,149.86862406
0.68,68,0.099,-1.824,-0.1,60.8481396,42.5707794,-0.286479,84.38525424,1.7475218999999995,150.29261298
0.6900000000000001,69,0.171,-1.452,-0.01,55.4623344,40.737313799999995,4.297185,84.95821224,1.73606274,150.70514274
0.7000000000000001,70,0.173,-1.179,0.051,49.6754586,33.9764094,16.8449652,85.47387444,1.6042824000000002,151.06610628
0.7100000000000001,71,0.145,-1.01,0.094,53.34238979999999,29.335449600000004,29.1635622,86.02391412,1.3349921400000002,151.38123318
0.72,72,0.094,-0.979,0.175,69.041439,24.923673,40.680018,86.72292288,0.9453806999999999,151.6619826
0.73,73,-0.003,-1.096,0.208,77.92228800000002,25.0382646,46.6387812,87.5193345,0.49274388,151.93700244
0.74,74,-0.078,-1.15,0.235,73.052145,26.4706596,44.6334282,88.25845032,0.057295800000000015,152.22348144
0.75,75,-0.085,-1.06,0.241,68.75496,27.7311672,39.247623,88.96318865999999,-0.32085648,152.51569002
0.76,76,-0.05,-0.941,0.255,67.2079734,29.392745399999995,33.403451399999994,89.6392791,-0.65317212,152.81362818
0.77,77,-0.02,-0.802,0.275,67.0933818,29.1635622,28.7051958,90.31536954,-0.93965112,153.11156634
0.78,78,-0.002,-0.6920000000000001,0.28300000000000003,69.0987348,28.5906042,25.3247436,91.00864872,-1.19748222,153.39804534
0.79,79,0.006999999999999999,-0.617,0.282,70.5884256,27.6165756,24.1215318,91.71338706000002,-1.44958374,153.67306518
0.8,80,0.008,-0.5670000000000001,0.272,72.70837019999998,27.1582092,24.0069402,92.45823246,-1.6959556799999995,153.94235543999997
0.81,81,0.01,-0.546,0.252,74.65642740000001,27.501984000000004,24.1215318,93.20307786,-1.9480572000000005,154.2116457
0.8200000000000001,82,0.011,-0.5479999999999999,0.208,76.89096359999998,26.929026,24.350715,93.97084158,-2.21161788,154.46947680000005
0.8300000000000001,83,0.005,-0.579,0.15,79.18279559999998,24.5798982,24.7517856,94.76152362,-2.47517856,154.70438958
0.8400000000000001,84,-0.004,-0.636,0.133,80.1568242,21.3713334,24.9809688,95.56366482,-2.74446882,154.89919530000003
0.85,85,0.008,-0.7040000000000001,0.142,80.2714158,18.2773602,24.5798982,96.3715356,-2.9965703400000003,155.06535312
0.86,86,0.031,-0.7759999999999999,0.198,84.1675302,10.7143146,23.777757,97.21951344,-3.24294228,155.15129682
0.87,87,0.027000000000000003,-0.8079999999999999,0.243,92.0170548,2.291832,22.2880662,98.15343498,-3.46066632,155.1570264
0.88,88,0.005,-0.83,0.228,86.97502440000002,2.0053530000000004,22.6891368,99.0357903,-3.68411994,155.15129682
0.89,89,0.009000000000000001,-1.018,0.324,77.5785132,-1.4896908000000002,12.1467096,99.82647233999998,-3.79298196,155.1283785
0.9,90,-0.087,-1.4280000000000002,0.4370000000000001,2.4637194,-15.2979786,-11.4018642,99.8665794,-3.64974246,154.99659816000005
0.91,91,0.014,-1.501,0.162,-69.55710119999999,-18.048177,-38.3308902,99.16757064,-3.24294228,154.87627698
0.92,92,0.121,-1.121,0.105,-45.9512316,-8.5370742,-37.7006364,98.70347466,-2.86479,154.84762908
0.93,93,0.077,-1.286,0.147,11.9748222,-8.078707799999998,-35.3515086,98.82952542,-2.50382646,154.82471076
0.9400000000000001,94,0.066,-1.252,0.087,14.4385416,-3.0366774,-39.7632852,98.97276492,-2.10275586,154.85908823999995
0.9500000000000001,95,0.062,-1.031,0.121,12.2040054,-6.016058999999999,-25.78311,99.08735652,-1.82773602,154.84762908
0.9600000000000001,96,0.025,-1.275,0.177,29.67922440000001,-6.130650599999999,-26.9863218,99.38529468,-1.5469866,154.83616992
