TimeStamp(s),FrameCounter,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,EulerX,EulerY,EulerZ
0.01,1,-0.012,-1.009,0.034,0.8594370000000001,-0.6302538000000001,-0.5156622000000001,92.6759565,0.32658606,-24.30487836
0.02,2,-0.015,-1.009,0.033,1.0313244,-0.22918320000000006,-0.5156622000000001,92.68741566,0.33231564,-24.310607940000004
0.03,3,-0.013,-1.009,0.03,1.2605076000000002,0.1718874,-0.4583664000000001,92.69887482,0.33804522,-24.30487836
0.04,4,-0.008,-1.011,0.029,1.432395,0.5156622000000001,-0.3437748,92.71033398,0.3437748,-24.29914878
0.05,5,-0.001,-1.013,0.029,1.2605076000000002,0.572958,-0.286479,92.6473086,0.33804522,-24.2934192
0.060000000000000005,6,0.004,-1.012,0.029,0.9167328,0.5156622000000001,-0.286479,92.65303818,0.3437748,-24.28768962
0.06999999999999999,7,0.011,-1.011,0.026,0.6302538000000001,0.22918320000000006,-0.1718874,92.65876776,0.3437748,-24.28196004
0.08,8,0.012,-1.007,0.024,0.4583664000000001,-0.1718874,-0.1718874,92.66449734,0.34950438,-24.28196004
0.09,9,0.011,-1.005,0.018000000000000002,0.4583664000000001,-1.0313244,-0.22918320000000006,92.67022692,0.34950438,-24.2934192
0.09999999999999999,10,0.006,-1.005,0.014,0.4010706,-1.8334656000000005,-0.286479,92.59574238000002,0.36096354,-24.310607940000004
0.11,11,0.003,-1.006,0.012,0.3437748,-2.578311,-0.3437748,92.59574238000002,0.36669312,-24.33925584
0.12,12,0.0,-1.006,0.011,0.286479,-3.0366774,-0.286479,92.60147196,0.3724227000000001,-24.36790374
0.13,13,-0.001,-1.005,0.013,0.4010706,-3.2085648,-0.22918320000000006,92.60720154,0.37815228,-24.39655164
0.14,14,-0.002,-1.006,0.014,0.572958,-2.86479,-0.22918320000000006,92.61293112,0.38388186,-24.42519954
0.15000000000000002,15,-0.004,-1.009,0.012,0.4010706,-2.6356068,-0.22918320000000006,92.532717,0.36669312,-24.44238828
0.16,16,-0.006,-1.01,0.01,0.0,-2.4637194,-0.286479,92.532717,0.3724227000000001,-24.4653066
0.17,17,-0.006999999999999999,-1.009,0.008,-0.286479,-2.291832,-0.11459160000000003,92.532717,0.37815228,-24.48822492
0.18000000000000002,18,-0.006,-1.009,0.006999999999999999,-0.5156622000000001,-2.1199446,0.0,92.52698742,0.37815228,-24.51114324
0.19,19,-0.005,-1.005,0.009000000000000001,-0.7448454000000001,-2.0626488000000003,0.057295800000000015,92.51552826,0.37815228,-24.53406156
0.2,20,-0.002,-1.002,0.012,-0.9167328,-1.8907613999999997,0.22918320000000006,92.43531414,0.36669312,-24.54552072
0.21000000000000002,21,0.0,-1.004,0.012,-0.7448454000000001,-1.9480572,0.286479,92.42958456,0.36669312,-24.56270946
0.22,22,-0.001,-1.003,0.014,-0.8021411999999999,-2.1772404,0.5156622000000001,92.4181254,0.36096354,-24.58562778000001
0.23,23,-0.004,-1.004,0.019,-0.8021411999999999,-2.2345362,0.6302538000000001,92.41239582,0.35523396,-24.6085461
0.24000000000000002,24,-0.009000000000000001,-1.007,0.025,-0.7448454000000001,-2.1772404,0.6875496,92.40093666,0.34950438,-24.631464420000004
0.25,25,-0.014,-1.013,0.033,-0.9167328,-2.1772404,0.8594370000000001,92.36082960000002,0.32085648,-24.64292358
