TimeStamp(s),FrameCounter,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,EulerX,EulerY,EulerZ
0.01,1,-0.03,-0.993,0.182,-1.0313244,10.886202,-2.2345362,100.14732882,-2.16005166,-72.67972230000002
0.02,2,-0.027000000000000003,-0.993,0.185,-0.6875496,10.886202,-2.291832,100.13586966,-2.16005166,-72.57086028
0.03,3,-0.028,-0.994,0.187,-0.6302538000000001,10.3705398,-2.2345362,100.1244105,-2.16005166,-72.46772784
0.04,4,-0.03,-0.994,0.191,-0.9167328,10.255948199999999,-2.2345362,100.10722176,-2.16005166,-72.36459540000001
0.05,5,-0.03,-0.991,0.191,-1.2032118,10.599723,-2.1199446,100.09003302,-2.16005166,-72.25573338000002
0.060000000000000005,6,-0.024,-0.985,0.194,-1.0886202,10.4278356,-1.8907613999999997,100.07284428,-2.14286292,-72.14687136
0.06999999999999999,7,-0.017,-0.979,0.199,-0.9740286,9.6829902,-1.6042823999999998,100.05565554,-2.14286292,-72.0494685
0.08,8,-0.012,-0.984,0.203,-0.9740286,8.5370742,-1.145916,100.04419638,-2.1485925000000003,-71.9635248
0.09,9,-0.014,-0.992,0.2,-1.3178034,7.6776372,-0.8594370000000001,100.02700764,-2.15432208,-71.88904026
0.09999999999999999,10,-0.02,-0.996,0.191,-1.8907613999999997,7.1046792000000005,-0.7448454000000001,100.00408932,-2.16005166,-71.8202853
0.11,11,-0.03,-0.995,0.189,-2.1772404,6.6463128000000005,-0.8021411999999999,99.96971184,-2.15432208,-71.75153034
0.12,12,-0.036000000000000004,-0.991,0.189,-1.9480572,6.5317212,-0.9740286,99.94679352,-2.16005166,-71.68277538
0.13,13,-0.037000000000000005,-0.991,0.19,-1.6042823999999998,6.760904399999999,-1.0886202,99.92960478,-2.1657812400000003,-71.61975
0.14,14,-0.034,-0.994,0.187,-1.6615782,6.760904399999999,-1.2605076000000002,99.90668646,-2.1657812400000003,-71.55099504
0.15000000000000002,15,-0.029,-0.994,0.184,-1.6615782,6.3598338,-1.2605076000000002,99.88376814,-2.1657812400000003,-71.48796966
0.16,16,-0.027000000000000003,-0.993,0.183,-1.5469866,5.958763200000001,-1.432395,99.85512024,-2.13713334,-71.4192147
0.17,17,-0.025,-0.993,0.184,-1.5469866,5.72958,-1.6042823999999998,99.83220192,-2.13140376,-71.3619189
0.18000000000000002,18,-0.025,-0.993,0.184,-1.6615782,5.5003968,-1.6615782,99.81501318,-2.12567418,-71.30462309999999
0.19,19,-0.026,-0.994,0.181,-1.7761698,5.2712136,-1.7761698,99.79209486,-2.1199446,-71.25305688
0.2,20,-0.025,-0.992,0.179,-2.0626488000000003,4.6982556,-1.6615782,99.76917654,-2.11421502,-71.20149066
0.21000000000000002,21,-0.024,-0.992,0.17800000000000002,-2.1199446,4.3544808,-1.6042823999999998,99.72333990000001,-2.07983754,-71.14992443999998
0.22,22,-0.022,-0.99,0.17800000000000002,-2.0626488000000003,4.010706000000001,-1.5469866,99.70042158,-2.06837838,-71.10981738
0.23,23,-0.021,-0.987,0.179,-1.7761698,3.4950437999999995,-1.4896908000000002,99.68323284,-2.0626488000000003,-71.06971032
0.24000000000000002,24,-0.02,-0.984,0.17800000000000002,-1.2032118,3.151269,-1.3178034,99.6660441,-2.05691922,-71.04106241999997
0.25,25,-0.02,-0.985,0.17800000000000002,-0.7448454000000001,2.578311,-1.145916,99.66031452,-2.05118964,-71.01241452000002
0.26,26,-0.023,-0.987,0.18,-0.4010706,2.0053530000000004,-0.8594370000000001,99.62020746,-1.97097552,-70.97230746
0.27,27,-0.027000000000000003,-0.988,0.181,-0.11459160000000004,1.6042823999999998,-0.5156622000000001,99.62020746,-1.97097552,-70.95511872
0.28,28,-0.03,-0.988,0.179,0.0,1.3178034,-0.286479,99.62020746,-1.96524594,-70.93792998
0.29000000000000004,29,-0.032,-0.988,0.181,0.286479,1.4896908000000002,-0.2291832000000001,99.62020746,-1.96524594,-70.92647081999998
0.3,30,-0.031,-0.989,0.18600000000000005,0.5156622000000001,1.4896908000000002,-0.3437748,99.62593704,-1.96524594,-70.90928208
0.31,31,-0.033,-0.994,0.194,0.1718874,1.4896908000000002,-0.4010706,99.67750326,-1.93086846,-70.89209334
0.32,32,-0.032,-1.003,0.204,-0.9740286,2.3491278,-0.3437748,99.6660441,-1.93659804,-70.86917502
0.33,33,-0.036000000000000004,-1.007,0.201,-2.9220857999999996,3.380452200000001,0.0,99.63166662,-1.94232762,-70.83479754
0.34,34,-0.041,-1.008,0.19,-4.4690724,3.9534102,0.4010706,99.58582998,-1.95378678,-70.79469048
0.35000000000000003,35,-0.046,-1.001,0.174,-5.3285094000000015,4.0680017999999984,0.6875496,99.52853418,-1.96524594,-70.760313
0.36000000000000004,36,-0.048,-0.996,0.16899999999999998,-4.9274388,3.6669312000000014,0.6302538000000001,99.45977922,-1.99389384,-70.72593552
