TimeStamp(s),FrameCounter,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,EulerX,EulerY,EulerZ
0.01,1,-0.018000000000000002,-1.0190000000000001,0.064,0.1718874,0.572958,-0.2291832000000001,92.34937044,-1.14018642,-42.17543838
0.02,2,-0.016,-1.014,0.064,-0.7448454000000001,0.6875496,-0.286479,92.34364086,-1.14018642,-42.1697088
0.03,3,-0.013000000000000001,-1.011,0.06,-1.4896908000000002,1.0313244000000001,-0.572958,92.32645212,-1.13445684,-42.15824964
0.04,4,-0.011000000000000001,-1.011,0.057999999999999996,-2.0053530000000004,1.3750992,-0.6302538000000001,92.28634506,-1.0886202,-42.1410609
0.05,5,-0.01,-1.013,0.055,-2.4064236,1.7188740000000002,-0.40107059999999994,92.26342674,-1.08289062,-42.12387216000001
0.060000000000000005,6,-0.01,-1.015,0.05,-2.86479,1.9480572,-0.057295800000000015,92.23477884,-1.08289062,-42.10668342
0.06999999999999999,7,-0.012,-1.015,0.047,-3.2085647999999996,2.1772404,0.286479,92.20040136,-1.0886202,-42.0837651
0.08,8,-0.01,-1.011,0.047,-3.380452200000001,2.291832,0.5156622000000001,92.16602387999998,-1.09434978,-42.06084678000001
0.09,9,-0.006999999999999999,-1.0070000000000001,0.049,-3.7815228,2.4637194,0.2291832000000001,92.10872808,-1.07143146,-42.03792846
0.09999999999999999,10,-0.006,-1.006,0.054000000000000006,-4.297185,2.7501984,0.0,92.06289144000002,-1.07143146,-42.00928055999999
0.11,11,-0.008,-1.0090000000000001,0.065,-4.9847346,3.2085647999999996,-0.1718874,92.01132522,-1.07143146,-41.98063266
0.12,12,-0.005,-1.004,0.059000000000000004,-6.3598338,3.6096353999999997,-0.2291832000000001,91.94257026,-1.07143146,-41.94625518
0.13,13,-0.002,-0.995,0.043,-6.703608600000001,2.4064236,0.0,91.87381529999999,-1.07716104,-41.92333686
0.14,14,-0.002,-0.991,0.042,-6.2452422,0.6302538000000001,0.40107059999999994,91.7878716,-1.04278356,-41.91187770000001
0.15000000000000002,15,-0.003,-0.988,0.044000000000000004,-5.6722842,-0.40107059999999994,0.40107059999999994,91.7305758,-1.04278356,-41.91760728
0.16,16,0.001,-0.9890000000000001,0.046,-5.042030400000002,-0.40107059999999994,-0.057295800000000015,91.67900958,-1.04278356,-41.92333686
0.17,17,0.009000000000000001,-0.9890000000000001,0.042,-4.1825934,-0.8021411999999999,-0.9167328000000001,91.63890252,-1.03705398,-41.92906644
0.18000000000000002,18,0.016,-0.992,0.042,-2.9220858,-1.7761698000000001,-1.432395,91.61025462,-1.01986524,-41.94625518
0.19,19,0.018000000000000002,-1.002,0.047,-1.7188740000000002,-2.6356068,-1.4896908000000002,91.5873363,-0.9167328,-41.96344392
0.2,20,0.013000000000000001,-1.012,0.049,-1.0886202,-3.3231564,-1.145916,91.57587714,-0.90527364,-41.9978214
0.21000000000000002,21,0.002,-1.0170000000000001,0.051,-0.6302538000000001,-3.8961144,-0.6302538000000001,91.57014756,-0.89381448,-42.03792846
0.22,22,-0.01,-1.022,0.057,-0.7448454000000001,-4.297185,-0.3437748,91.56441798,-0.8880849000000001,-42.07803552
0.23,23,-0.019,-1.024,0.065,-1.3750992,-4.9847346,-0.7448454000000001,91.55295882,-0.8823553199999999,-42.12960174
