0.01,1,-0.035,-0.998,0.177,-3.6669312000000014,0.6302538000000001,-4.297185,99.11600442,-0.68182002,-22.007316780000004,0
0.02,2,-0.04,-0.999,0.18,-5.5003968,1.6042823999999998,-5.72958,99.05870862,-0.62452422,-21.98439846,0
0.03,3,-0.0409999999999999,-1.0,0.176,-6.130650599999999,1.8907614,-5.958763200000001,98.99568324,-0.5729580000000001,-21.95575056,0
0.04,4,-0.039,-0.999,0.162,-6.589017,2.4064236,-6.1879464,98.92692828,-0.5156622000000001,-21.92710266,0
0.05,5,-0.034,-0.997,0.143,-6.6463128000000005,3.724227,-6.3025379999999975,98.84671416,-0.46409598,-21.87553644,0
0.06,6,-0.024,-0.994,0.13,-6.3025379999999975,4.4690724,-6.1879464,98.78368878,-0.41252976,-21.82397022,0
0.0699999999999999,7,-0.012,-0.992,0.121,-5.6722842,3.8961144,-5.844171599999999,98.72639298,-0.36096354,-21.77813358,0
0.08,8,-0.001,-0.989,0.115,-5.0993262,2.5210152000000003,-5.7868758000000025,98.67482676,-0.30939732,-21.7437561,0
0.09,9,0.005,-0.984,0.11,-4.1252976000000015,0.9740286,-5.958763200000001,98.62899012,-0.25210152,-21.72656736,0
0.0999999999999999,10,0.003,-0.983,0.114,-2.6929026,-0.4010705999999999,-6.2452422,98.58315348,-0.18907614,-21.72083778,0
0.11,11,-0.003,-0.984,0.124,-1.432395,-1.2032118,-6.760904399999999,98.57169432,-0.12032118,-21.72656736,0
0.12,12,-0.0069999999999999,-0.987,0.129,-1.2032118,-0.4583664000000001,-7.1046792000000005,98.56023516000002,-0.05156622,-21.72083778,0
0.13,13,-0.011,-0.987,0.13,-1.3178034,0.6875496,-7.0473834,98.54304642,0.01145916,-21.70364904,0
0.14,14,-0.005,-0.983,0.134,-1.3750992,2.8074942000000003,-7.161975,98.53158726,0.08021412,-21.66354198,0
0.15,15,0.006,-0.98,0.138,-1.8334656000000005,5.3285094000000015,-7.161975,98.50293936,0.1432395,-21.6005166,0
0.16,16,0.018,-0.974,0.143,-2.5210152000000003,7.9641161999999985,-7.0473834,98.47429146,0.2005353,-21.5145729,0
0.17,17,0.03,-0.965,0.151,-2.9793816000000004,10.0840608,-7.0473834,98.44564356,0.25210152,-21.40571088,0
0.18,18,0.037,-0.963,0.154,-3.3231564,12.0894138,-6.9327918,98.41126608,0.29793816,-21.27393054,0
0.19,19,0.044,-0.965,0.157,-3.0939732,13.464512999999998,-6.5317212,98.3768886,0.33804522,-21.13642062000001,0
0.2,20,0.043,-0.976,0.179,-2.1199446,13.0061466,-6.016058999999999,98.35969986,0.38388186,-21.00464028,0
0.21,21,0.053,-0.993,0.203,-0.7448454000000001,12.605076,-5.7868758000000025,98.3482407,0.41825934,-20.87285994,0
0.22,22,0.073,-1.01,0.212,0.286479,11.745639,-5.7868758000000025,98.35397028,0.4583664000000001,-20.74680918,0
0.23,23,0.0969999999999999,-1.019,0.22,1.432395,8.7089616,-5.5576926,98.36542944,0.4984734599999999,-20.6551359,0
0.24,24,0.11,-1.016,0.2289999999999999,2.1772404,3.5523396000000003,-5.1566220000000005,98.38834776,0.5443101,-20.60929926,0
0.25,25,0.104,-1.01,0.254,2.4637194,-1.7761698,-4.7555514,98.43991398,0.62452422,-20.63221758,0
0.26,26,0.086,-1.014,0.263,1.8907614,-6.760904399999999,-4.1252976000000015,98.4628323,0.67609044,-20.68951338,0
0.27,27,0.06,-1.029,0.27,0.5156622000000001,-11.172681,-3.380452200000001,98.46856188,0.72765666,-20.7983754,0
0.28,28,0.038,-1.038,0.278,-0.9167328,-14.381245800000002,-2.4637194,98.45710272,0.7792228800000001,-20.93015574,0
