0.01,1,-0.027,-1.006,0.091,-1.4896908000000002,-0.3437748,-0.5156622000000001,90.81957258,-2.48663772,-0.26356068,0
0.02,2,-0.027,-1.005,0.09,-1.5469866,-0.0572958,-0.4583664000000001,90.80238384,-2.48090814,-0.26356068,0
0.03,3,-0.027,-1.004,0.09,-1.5469866,0.0,-0.5156622000000001,90.78519509999998,-2.47517856,-0.26356068,0
0.04,4,-0.026,-1.003,0.088,-1.5469866,0.0572958,-0.4583664000000001,90.76800636,-2.47517856,-0.26356068,0
0.05,5,-0.025,-1.003,0.087,-1.432395,0.286479,-0.4583664000000001,90.83676132,-2.42934192,-0.27501984,0
0.06,6,-0.024,-1.004,0.087,-1.3750992,0.4010706,-0.572958,90.82530216,-2.42361234,-0.26929026,0
0.0699999999999999,7,-0.023,-1.004,0.087,-1.432395,0.4010706,-0.572958,90.80811342,-2.41788276,-0.26929026,0
0.08,8,-0.023,-1.004,0.088,-1.6042823999999998,0.286479,-0.6302538000000001,90.79092468,-2.41215318,-0.26356068,0
0.09,9,-0.023,-1.002,0.087,-1.7188740000000002,0.3437748,-0.7448454000000001,90.77373594,-2.4064236,-0.26356068,0
0.0999999999999999,10,-0.023,-1.002,0.085,-1.7188740000000002,0.5156622000000001,-0.8594370000000001,90.80811342,-2.37204612,-0.26356068,0
0.11,11,-0.024,-1.003,0.084,-1.4896908000000002,0.6302538000000001,-0.9167328,90.79092468,-2.36631654,-0.2578311,0
0.12,12,-0.024,-1.001,0.083,-1.2605076000000002,0.8021411999999999,-1.0313244,90.77946552,-2.35485738,-0.25210152,0
0.13,13,-0.024,-1.002,0.083,-1.0313244,1.0313244,-1.0313244,90.76800636,-2.34339822,-0.24064236,0
0.14,14,-0.022,-1.001,0.0819999999999999,-0.8594370000000001,1.145916,-1.2605076000000002,90.7565472,-2.33193906,-0.2291832,0
0.15,15,-0.022,-1.001,0.083,-0.6875496,1.145916,-1.432395,90.79665426,-2.29756158,-0.22345362,0
0.16,16,-0.024,-1.001,0.083,-0.4583664000000001,1.2032118,-1.5469866,90.79092468,-2.28037284,-0.21199446,0
0.17,17,-0.024,-1.001,0.083,-0.286479,1.3178034,-1.5469866,90.78519509999998,-2.26891368,-0.19480572,0
0.18,18,-0.025,-1.0,0.081,-0.1718874,1.6615782,-1.5469866,90.78519509999998,-2.25172494,-0.1776169799999999,0
0.19,19,-0.024,-0.999,0.081,0.0,1.9480572,-1.6042823999999998,90.77946552,-2.2345362,-0.16042824,0
0.2,20,-0.021,-1.0,0.078,0.4010706,2.3491278,-1.4896908000000002,90.81957258,-2.20015872,-0.1432395,0
0.21,21,-0.016,-1.001,0.079,0.7448454000000001,2.6356068,-1.432395,90.82530216,-2.18869956,-0.1145916,0
0.22,22,-0.014,-1.003,0.078,0.8594370000000001,2.5210152000000003,-1.3178034,90.83103174,-2.1772404,-0.09167328,0
0.23,23,-0.013,-1.001,0.077,1.0313244,2.3491278,-1.145916,90.84249090000002,-2.1657812400000003,-0.0630253799999999,0
0.24,24,-0.013,-1.002,0.077,1.2605076000000002,2.1772404,-1.0313244,90.85395006,-2.15432208,-0.04583664,0
0.25,25,-0.012,-1.0,0.079,1.6042823999999998,2.0626488000000003,-0.9167328,90.8997867,-2.12567418,-0.0286479,0
0.26,26,-0.013,-1.0,0.078,1.8334656000000005,1.8907614,-0.9167328,90.92270502,-2.1199446,-0.01145916,0
0.27,27,-0.013,-1.0,0.08,1.9480572,1.8907614,-0.9167328,90.93989376,-2.10848544,0.00572958,0
0.28,28,-0.014,-1.002,0.081,1.9480572,1.7761698,-0.9740286,90.9570825,-2.09702628,0.02291832,0
0.29,29,-0.017,-1.002,0.0819999999999999,1.8907614,1.6042823999999998,-0.9167328,90.97427124,-2.0912967,0.04010706,0
0.3,30,-0.016,-1.001,0.083,2.1199446,1.7761698,-0.8594370000000001,91.02583746,-2.0626488000000003,0.05156622,0
0.31,31,-0.015,-1.001,0.084,2.3491278,2.0053530000000004,-0.6875496,91.05448536,-2.05691922,0.07448454,0
0.32,32,-0.014,-1.002,0.084,2.5210152000000003,2.0626488000000003,-0.6875496,91.07740368,-2.05118964,0.09167328,0
0.33,33,-0.012,-1.001,0.084,2.578311,1.9480572,-0.6302538000000001,91.100322,-2.04546006,0.1145916,0
0.34,34,-0.011,-1.001,0.083,2.7501984,1.7188740000000002,-0.6302538000000001,91.1289699,-2.03973048,0.13178034,0
0.35,35,-0.011,-1.0,0.085,3.151269,1.5469866,-0.6302538000000001,91.19199528,-2.01108258,0.1432395,0
0.36,36,-0.012,-1.0,0.087,3.5523396000000003,1.5469866,-0.5156622000000001,91.22637276,-2.01108258,0.16042824,0
0.37,37,-0.012,-0.999,0.087,3.7815228,1.6615782,-0.6875496,91.26075024,-1.99962342,0.1776169799999999,0
0.38,38,-0.011,-0.998,0.088,4.010706000000001,1.4896908000000002,-0.7448454000000001,91.30658688,-1.99389384,0.19480572,0
0.39,39,-0.01,-0.996,0.088,4.297185,1.2032118,-0.8021411999999999,91.34669394,-1.98816426,0.20626488,0
0.4,40,-0.012,-0.995,0.089,4.6409598,1.0313244,-0.8021411999999999,91.4154489,-1.96524594,0.21199446,0
0.41,41,-0.011,-0.995,0.089,4.9847346,0.9740286,-0.7448454000000001,91.46701512,-1.95378678,0.22345362,0
0.42,42,-0.011,-0.997,0.088,5.1566220000000005,0.8594370000000001,-0.7448454000000001,91.51858134,-1.9480572000000005,0.23491278,0
0.43,43,-0.01,-0.997,0.088,5.3858052,0.6302538000000001,-0.572958,91.57587714,-1.94232762,0.24064236,0
0.44,44,-0.011,-0.998,0.088,5.9014674000000005,0.2291832,-0.572958,91.63317294,-1.93659804,0.24637194,0
0.45,45,-0.014,-0.997,0.089,6.016058999999999,0.3437748,-0.4583664000000001,91.71338706000002,-1.9194093000000003,0.24637194,0
0.46,46,-0.015,-0.995,0.091,6.417129599999999,0.3437748,-0.286479,91.78214202,-1.91367972,0.25210152,0
0.47,47,-0.016,-0.993,0.093,6.9327918,0.2291832,-0.2291832,91.85089698,-1.91367972,0.25210152,0
0.48,48,-0.016,-0.994,0.096,7.3911582,0.0,-0.1718874,91.92538152,-1.90795014,0.25210152,0
0.49,49,-0.015,-0.996,0.095,7.734933000000002,0.1145916,-0.2291832,92.00559564,-1.90795014,0.2578311,0
0.5,50,-0.012,-0.996,0.094,7.9641161999999985,0.1145916,-0.3437748,92.1029985,-1.8907614,0.2578311,0
