TimeStamp(s),FrameCounter,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,EulerX,EulerY,EulerZ
0.01,1,-0.026000000000000002,-1.0070000000000001,0.034,0.1718874,-0.6302538000000001,0.057295800000000015,91.26647982,-1.29488508,-21.3426855
0.019999999999999997,2,-0.026000000000000002,-1.006,0.032,0.0,-0.5156622000000001,0.1718874,91.26647982,-1.29488508,-21.34841508
0.03,3,-0.026000000000000002,-1.0070000000000001,0.032,0.0,-0.572958,0.2291832000000001,91.26647982,-1.30061466,-21.35414466
0.039999999999999994,4,-0.025,-1.006,0.033,0.0,-0.6875496,0.1718874,91.26647982,-1.30061466,-21.36560382
0.049999999999999996,5,-0.025,-1.006,0.033,0.0,-0.7448454000000001,0.1718874,91.23783192,-1.2891555,-21.37706298
0.05999999999999999,6,-0.025,-1.006,0.034,0.057295800000000015,-0.8021411999999999,0.11459160000000004,91.23783192,-1.29488508,-21.38279256
0.06999999999999999,7,-0.026000000000000002,-1.006,0.035,0.057295800000000015,-0.6875496,0.11459160000000004,91.23783192,-1.29488508,-21.38852214
0.07999999999999999,8,-0.025,-1.005,0.039,0.11459160000000004,-0.6302538000000001,0.1718874,91.2435615,-1.29488508,-21.39425172
0.08999999999999998,9,-0.025,-1.006,0.039,0.1718874,-0.8594370000000001,0.1718874,91.2435615,-1.29488508,-21.40571088
0.09999999999999998,10,-0.026000000000000002,-1.008,0.04,0.1718874,-0.9740286,0.1718874,91.23210234,-1.29488508,-21.41717004
0.10999999999999997,11,-0.027000000000000003,-1.0090000000000001,0.039,0.0,-0.9167328000000001,0.0,91.23210234,-1.29488508,-21.42289962
0.11999999999999998,12,-0.027000000000000003,-1.0090000000000001,0.037000000000000005,-0.286479,-0.6875496,-0.2291832000000001,91.23210234,-1.2891555,-21.43435878
0.12999999999999998,13,-0.027999999999999997,-1.0090000000000001,0.035,-0.3437748,-0.4583664000000001,-0.286479,91.22637276,-1.2891555,-21.44008836
0.13999999999999999,14,-0.027000000000000003,-1.008,0.037000000000000005,-0.057295800000000015,-0.057295800000000015,-0.286479,91.22637276,-1.28342592,-21.44008836
0.15,15,-0.03,-1.008,0.038,0.0,0.057295800000000015,-0.1718874,91.19199528,-1.29488508,-21.43435878
0.15999999999999998,16,-0.028999999999999998,-1.0070000000000001,0.037000000000000005,-0.1718874,0.0,0.0,91.19199528,-1.29488508,-21.43435878
0.16999999999999998,17,-0.027999999999999997,-1.006,0.037000000000000005,-0.286479,-0.057295800000000015,0.1718874,91.1862657,-1.29488508,-21.43435878
0.18,18,-0.027000000000000003,-1.004,0.038,-0.057295800000000015,-0.4583664000000001,0.1718874,91.1862657,-1.30061466,-21.44008836
0.18999999999999997,19,-0.024,-1.005,0.037000000000000005,0.0,-0.6875496,0.0,91.1862657,-1.30061466,-21.44581794
0.19999999999999998,20,-0.025,-1.005,0.035,-0.11459160000000004,-0.8594370000000001,0.0,91.16334738,-1.29488508,-21.4572771
0.20999999999999996,21,-0.027999999999999997,-1.0070000000000001,0.036000000000000004,-0.11459160000000004,-1.0886202,-0.1718874,91.16334738,-1.29488508,-21.46873626
0.21999999999999997,22,-0.03,-1.0090000000000001,0.034,-0.11459160000000004,-0.8021411999999999,-0.11459160000000004,91.16334738,-1.2891555,-21.47446584
0.22999999999999998,23,-0.032,-1.011,0.033,-0.3437748,-0.4583664000000001,-0.2291832000000001,91.1576178,-1.2891555,-21.48019542
0.23999999999999996,24,-0.032,-1.0070000000000001,0.034,-0.5156622000000001,-0.1718874,0.0,91.15188822,-1.2891555,-21.48019542
0.24999999999999997,25,-0.028999999999999998,-1.006,0.034,-0.572958,-0.3437748,0.1718874,91.1289699,-1.2891555,-21.485925
0.25999999999999995,26,-0.027000000000000003,-1.008,0.033,-0.4583664000000001,-0.4583664000000001,0.40107059999999994,91.12324032,-1.29488508,-21.49165458
0.26999999999999996,27,-0.026000000000000002,-1.008,0.033,-0.5156622000000001,-0.3437748,0.40107059999999994,91.11751074,-1.29488508,-21.49165458
0.27999999999999997,28,-0.027999999999999997,-1.0070000000000001,0.031,-0.2291832000000001,-0.057295800000000015,0.3437748,91.11178116,-1.30061466,-21.49165458
0.29,29,-0.027999999999999997,-1.0070000000000001,0.033,0.11459160000000004,0.2291832000000001,0.40107059999999994,91.11751074,-1.30634424,-21.49165458
0.3,30,-0.027999999999999997,-1.006,0.036000000000000004,0.286479,0.286479,0.4583664000000001,91.10032199999999,-1.30634424,-21.49165458
0.30999999999999994,31,-0.027999999999999997,-1.004,0.038,0.286479,-0.2291832000000001,0.572958,91.10605158,-1.31207382,-21.49165458
0.31999999999999995,32,-0.026000000000000002,-1.0,0.038,0.286479,-0.9740286,0.6302538000000001,91.11178116,-1.3178034,-21.50311374
0.32999999999999996,33,-0.023,-1.002,0.038,0.1718874,-1.3178034,0.572958,91.11178116,-1.32353298,-21.5145729
0.33999999999999997,34,-0.024,-1.005,0.037000000000000005,0.057295800000000015,-1.432395,0.3437748,91.11178116,-1.32926256,-21.53176164
0.35,35,-0.025,-1.006,0.038,0.11459160000000004,-1.3178034,0.057295800000000015,91.10605158,-1.32353298,-21.5432208
0.35999999999999993,36,-0.027000000000000003,-1.0070000000000001,0.036000000000000004,0.2291832000000001,-1.2605076000000002,0.0,91.10605158,-1.32353298,-21.56040954
0.36999999999999994,37,-0.028999999999999998,-1.008,0.034,0.1718874,-1.145916,-0.11459160000000004,91.11178116,-1.3178034,-21.571868700000003
0.37999999999999995,38,-0.028999999999999998,-1.008,0.032,0.057295800000000015,-0.9167328000000001,-0.11459160000000004,91.11178116,-1.3178034,-21.57759828
0.38999999999999996,39,-0.028999999999999998,-1.0070000000000001,0.03,0.1718874,-0.7448454000000001,-0.057295800000000015,91.11178116,-1.3178034,-21.58905744
0.39999999999999997,40,-0.032,-1.006,0.031,0.286479,-0.5156622000000001,0.0,91.08886284,-1.3349921400000002,-21.58332786
0.4099999999999999,41,-0.03,-1.0070000000000001,0.031,0.3437748,-0.4583664000000001,0.0,91.08886284,-1.3349921400000002,-21.58905744
0.41999999999999993,42,-0.027999999999999997,-1.0070000000000001,0.031,0.6302538000000001,-0.5156622000000001,-0.11459160000000004,91.10032199999999,-1.3349921400000002,-21.59478702
0.42999999999999994,43,-0.025,-1.0070000000000001,0.033,0.7448454000000001,-0.572958,-0.286479,91.10605158,-1.32926256,-21.600516600000002
0.43999999999999995,44,-0.025,-1.0090000000000001,0.033,0.7448454000000001,-0.8021411999999999,-0.40107059999999994,91.11751074,-1.32353298,-21.60624618
0.44999999999999996,45,-0.022000000000000002,-1.011,0.035,0.7448454000000001,-1.3178034,-0.572958,91.11751074,-1.31207382,-21.62343492
0.45999999999999996,46,-0.019,-1.01,0.035,0.8021411999999999,-1.8907614,-0.6302538000000001,91.1289699,-1.30634424,-21.64062366
0.4699999999999999,47,-0.017,-1.011,0.035,0.8594370000000001,-2.5210152000000003,-0.6302538000000001,91.13469948,-1.29488508,-21.66927156
0.4799999999999999,48,-0.016,-1.0090000000000001,0.039,1.0886202,-2.9793816000000004,-0.6875496,91.14615864,-1.2891555,-21.69791946
